system:index,elevation,.geo
263,2954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.49791666667487]}"
264,2970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.49791666667487]}"
265,2975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.49791666667487]}"
266,2971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.49791666667487]}"
267,2962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.49791666667487]}"
268,2956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.49791666667487]}"
269,2949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.49791666667487]}"
270,2934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.49791666667487]}"
271,2917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.49791666667487]}"
272,2896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.49791666667487]}"
273,2872,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.49791666667487]}"
274,2841,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.49791666667487]}"
275,2814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.49791666667487]}"
276,2792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.49791666667487]}"
277,2780,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.49791666667487]}"
278,2776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.49791666667487]}"
279,2776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.49791666667487]}"
280,2781,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.49791666667487]}"
281,2785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.49791666667487]}"
282,2806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.49791666667487]}"
283,2831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.49791666667487]}"
284,2855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.49791666667487]}"
285,2883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.49791666667487]}"
286,2915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.49791666667487]}"
287,2939,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.49791666667487]}"
288,2964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.49791666667487]}"
289,2985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.49791666667487]}"
290,3005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.49791666667487]}"
291,3026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.49791666667487]}"
292,3044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.49791666667487]}"
293,3064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.49791666667487]}"
294,3090,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.49791666667487]}"
295,3108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.49791666667487]}"
296,3122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.49791666667487]}"
297,3141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.49791666667487]}"
298,3163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.49791666667487]}"
299,3185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.49791666667487]}"
300,3202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.49791666667487]}"
301,3228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.49791666667487]}"
302,3256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.49791666667487]}"
303,3285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.49791666667487]}"
304,3317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.49791666667487]}"
305,3343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.49791666667487]}"
306,3374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.49791666667487]}"
307,3405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.49791666667487]}"
308,3444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.49791666667487]}"
309,3475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.49791666667487]}"
310,3494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.49791666667487]}"
311,3504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.49791666667487]}"
312,3502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.49791666667487]}"
313,3508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.49791666667487]}"
314,3534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.49791666667487]}"
315,3529,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.49791666667487]}"
316,3500,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.49791666667487]}"
317,3448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.49791666667487]}"
318,3413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.49791666667487]}"
319,3401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.49791666667487]}"
320,3393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.49791666667487]}"
321,3383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.49791666667487]}"
322,3363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.49791666667487]}"
323,3348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.49791666667487]}"
324,3362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.49791666667487]}"
325,3396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.49791666667487]}"
326,3413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.49791666667487]}"
327,3435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.49791666667487]}"
328,3452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.49791666667487]}"
329,3447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.49791666667487]}"
330,3441,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.49791666667487]}"
331,3432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.49791666667487]}"
332,3429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.49791666667487]}"
333,3432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.49791666667487]}"
334,3440,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.49791666667487]}"
335,3460,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.49791666667487]}"
336,3485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.49791666667487]}"
337,3515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.49791666667487]}"
338,3532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.49791666667487]}"
339,3550,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.49791666667487]}"
340,3580,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.49791666667487]}"
341,3606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.49791666667487]}"
342,3624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.49791666667487]}"
343,3646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.49791666667487]}"
344,3693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.49791666667487]}"
345,3738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.49791666667487]}"
346,3702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.49791666667487]}"
347,3635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.49791666667487]}"
348,3586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.49791666667487]}"
349,3551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.49791666667487]}"
350,3524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.49791666667487]}"
351,3497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.49791666667487]}"
352,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.49791666667487]}"
353,3443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.49791666667487]}"
354,3443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.49791666667487]}"
355,3445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.49791666667487]}"
356,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.49791666667487]}"
357,3493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.49791666667487]}"
358,3513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.49791666667487]}"
359,3537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.49791666667487]}"
360,3260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.497083333341536]}"
361,3258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.497083333341536]}"
362,3260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.497083333341536]}"
363,3266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.497083333341536]}"
364,3268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.497083333341536]}"
365,3268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.497083333341536]}"
366,3265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.497083333341536]}"
367,3252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.497083333341536]}"
368,3234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.497083333341536]}"
369,3210,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.497083333341536]}"
370,3191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.497083333341536]}"
371,3165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.497083333341536]}"
372,3128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.497083333341536]}"
373,3090,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.497083333341536]}"
374,3063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.497083333341536]}"
375,3026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.497083333341536]}"
376,2999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.497083333341536]}"
377,2965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.497083333341536]}"
378,2942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.497083333341536]}"
379,2929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.497083333341536]}"
380,2908,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.497083333341536]}"
381,2907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.497083333341536]}"
382,2918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.497083333341536]}"
383,2934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.497083333341536]}"
384,2953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.497083333341536]}"
385,2968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.497083333341536]}"
386,2982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.497083333341536]}"
387,2994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.497083333341536]}"
388,2999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.497083333341536]}"
389,2993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.497083333341536]}"
390,2980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.497083333341536]}"
391,2964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.497083333341536]}"
392,2946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.497083333341536]}"
393,2927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.497083333341536]}"
394,2911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.497083333341536]}"
395,2880,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.497083333341536]}"
396,2848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.497083333341536]}"
397,2819,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.497083333341536]}"
398,2802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.497083333341536]}"
399,2796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.497083333341536]}"
400,2792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.497083333341536]}"
401,2791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.497083333341536]}"
402,2797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.497083333341536]}"
403,2811,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.497083333341536]}"
404,2833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.497083333341536]}"
405,2856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.497083333341536]}"
406,2886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.497083333341536]}"
407,2908,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.497083333341536]}"
408,2930,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.497083333341536]}"
409,2946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.497083333341536]}"
410,2969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.497083333341536]}"
411,2989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.497083333341536]}"
412,3009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.497083333341536]}"
413,3038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.497083333341536]}"
414,3065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.497083333341536]}"
415,3086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.497083333341536]}"
416,3105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.497083333341536]}"
417,3129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.497083333341536]}"
418,3158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.497083333341536]}"
419,3185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.497083333341536]}"
420,3205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.497083333341536]}"
421,3235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.497083333341536]}"
422,3264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.497083333341536]}"
